Code,Product,Cost,A,B,C,Price - A,Price - B,Price - C,Replacement Technology Type,Related To,KW YN,Replacement KWh,Replacement KWh - Actual,Supplier,Class of Product,Appearance,Description,Maintenance Cost,Replacement KVA,Replacement KVA - Actual,Installation Type,Time Per Each - Rewire,Time Per Each - Retro,Time Per Each - New,Materials - New,Fitting - Type,Lumen Output,Temperature,Temperature Name,Guarantee Term,Replacement Litres,Time Per Each - Water,Function,Setting Number,Size,Existing 1,Existing 2,Existing 3,Existing 4,Existing 5,Existing 6,Existing 7,Existing 8,Existing 9,Existing 10,Existing 11,Existing 12,Existing 13,Existing 14,Existing 15,Existing 16,Existing 17,Existing 18,Existing 19,Existing 20
FLSLS12W,12W Slim Square Downlight WW,R 304.50,,,,R 451.27,,,Integrated,Hours Per Year,Yes,0.012,0.0129,Opple,Downlight,Downlight,Recessed,R 0.46,,,Retro / Rewire ,0,40,40,,Downlight,360,3100,WW,36,,,,,,Halogen 20W GU10,Halogen 50W GU10,Halogen 35W GU10,Halogen 50W MR16,Halogen 35W MR16,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 11W,PL 2 Pin - 1 X 10W,B22 - 11W - CFL,B22 - 14W - CFL,B22 - 60W - Incandescent,B22 - 100W - Incandescent,B22 - 40W - Incandescent Candle,,,,,,
FLIQGU10CD,4.5W LED GU10 manual dim CW,R 121.95,,,,R 180.74,,,Downlight,Hours Per Year,Yes,0.004,0.0043,Azoteq,Downlight,Downlight,Recessed,R 0.18,,,Retro,15,40,40,,Downlight,300,4000,CW,24,,,,,,Halogen 20W GU10,Halogen 50W GU10,Halogen 35W GU10,,,,,,,,,,,,,,,,,
FLIQGU10WD,4.5W LED GU10 manual dim WW,R 131.44,,,,R 194.79,,,Downlight,Hours Per Year,Yes,0.004,0.0043,Azoteq,GU10,Downlight,Recessed,R 0.19,,,Retro,15,40,40,,GU10,300,3000,WW,24,,,,,,Halogen 20W GU10,Halogen 50W GU10,Halogen 35W GU10,,,,,,,,,,,,,,,,,
FLIQA19E27CD,9W LED GLS manual dim CW E27,R 149.95,,,,R 222.23,,,GLS,Hours Per Year,Yes,0.009,0.009675,Azoteq,GU10,Downlight,Recessed,R 0.22,,,Retro,15,40,40,,GU10,620,4000,CW,24,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 60W - Incandescent,E27 - 100W - Incandescent,E27 - 40W - Incandescent,,,,,,,,,,,,,,,
FLIQA19B22CD,9W LED GLS manual dim CW B22,R 149.95,,,,R 222.23,,,GLS,Hours Per Year,Yes,0.009,0.009675,Azoteq,GU10,Downlight,Recessed,R 0.22,,,Retro,15,40,40,,GLS,620,4000,CW,24,,,,,,B22 - 11W - CFL,B22 - 14W - CFL,B22 - 60W - Incandescent,B22 - 100W - Incandescent,B22 - 40W - GLS,,,,,,,,,,,,,,,
FLIQA19E27WD,9W LED GLS manual dim WW E27,R 149.95,,,,R 222.23,,,GLS,Hours Per Year,Yes,0.009,0.009675,Azoteq,GU10,Downlight,Recessed,R 0.23,,,Retro,15,40,40,,GLS,620,3000,WW,24,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 60W - Incandescent,E27 - 100W - Incandescent,E27 - 40W - Incandescent,,,,,,,,,,,,,,,
FLIQA19B22WD,9W LED GLS manual dim WW B22,R 170.00,,,,R 251.94,,,GLS,Hours Per Year,Yes,0.009,0.009675,Azoteq,GU10,Downlight,Recessed,R 0.23,,,Retro,15,40,40,,GLS,620,3000,WW,24,,,,,,B22 - 11W - CFL,B22 - 14W - CFL,B22 - 60W - Incandescent,B22 - 100W - Incandescent,B22 - 40W - GLS,,,,,,,,,,,,,,,
FSFSH1,LOTUS,R 159.95,,,,R 237.05,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,SINGLE,1,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH18,CYPRESS,R 499.00,,,,R 739.52,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,SINGLE,1,1/2 inch,Existing - Ceiling,,,,,,,,,,,,,,,,,,,
FSFSH23,STORM,R 116.00,,,,R 171.91,,,Showerhead,Number Per Day,Yes,0.261,0.261,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,8,MINUTE,3 FUNCTION,3,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH6,ROSEBUD WHITE,R 91.95,,,,R 136.28,,,Showerhead,Number Per Day,Yes,0.29,0.29,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,9,MINUTE,3 FUNCTION,3,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH7,ROSEBUD CHROME,R 89.95,,,,R 133.31,,,Showerhead,Number Per Day,Yes,0.29,0.29,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,9,MINUTE,3 FUNCTION,3,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH8,MEXICAN HAT,R 76.40,,,,R 113.22,,,Showerhead,Number Per Day,Yes,0.406,0.406,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,13,MINUTE,SINGLE,1,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH15,STAR GAZER,R 239.00,,,,R 354.20,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,SINGLE,1,1/2 inch,Existing - Ceiling,,,,,,,,,,,,,,,,,,,
FSFSH14,Daffodil Handheld Shower Head,R 149.95,,,,R 222.23,,,Showerhead,Number Per Day,,0.319,0.319,ELLIES,HANDSHOWER,SURFACED,HANDSHOWER,,,,,,,,,,,,,,10,,3 FUNCTION,3,1/2 inch,Existing - Handshower,,,,,,,,,,,,,,,,,,,
FSFSH17,Blossom Shower head 250mm,R 320.00,,,,R 474.24,,,Showerhead,Number Per Day,,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,,10,,SINGLE,1,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH25,Cherry Blossom Fixed Shower Head,R 399.00,,,,R 591.32,,,Showerhead,Number Per Day,,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,,13,,8 FUNCTION,8,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FLCCE14WD,3W LED Candle E14 Dim WW,R 131.95,,,,R 195.56,,,Candle,Number Per Day,,0.003,0.003,Aurora,candle,candle,Surfaced,R 0.27,,,Retro,30,10,15,,E14,180,3000,WW,24,,,,,,E14 - 28W - Halogen Candle,E14 - 42W - Halogen Candle,E14 - 60W - Incandescent Candle,E14 - 40W - Incandescent Candle,E14 - 60W - Candle,E14 - 40W - Candle,,,,,,,,,,,,,,
FLCC5E14W,5w LED Candle E14 WW,R 131.95,,,,R 195.56,,,Candle,Number Per Day,,0.005,0.005,Aurora,candle,candle,Surfaced,R 0.27,,,Retro,30,10,15,,E14,300,3000,WW,24,,,,,,E14 - 28W - Halogen Candle,E14 - 42W - Halogen Candle,E14 - 60W - Incandescent Candle,E14 - 40W - Incandescent Candle,E14 - 60W - Candle,E14 - 40W - Candle,,,,,,,,,,,,,,
